/ext3/miniconda3/lib/python3.9/site-packages/torch/utils/data/dataloader.py:554: UserWarning: This DataLoader will create 6 worker processes in total. Our suggested max number of worker in current system is 2, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
Epoch 3, batch 309, loss=1.2167848348617554
Epoch 3, batch 310, loss=1.3440983295440674
Epoch 3, batch 311, loss=1.4183123111724854
Epoch 3, batch 312, loss=1.4131745100021362
Epoch 3, batch 313, loss=1.6407496929168701
Epoch 3, batch 314, loss=1.4939172267913818
Epoch 3, batch 315, loss=1.1880478858947754
Epoch 3, batch 316, loss=1.1550710201263428
Epoch 3, batch 317, loss=1.4176051616668701
Epoch 3, batch 318, loss=1.4128086566925049
Epoch 3, batch 319, loss=1.1726269721984863
Epoch 3, batch 320, loss=1.433388590812683
Epoch 3, batch 321, loss=1.5002329349517822
Epoch 3, batch 322, loss=1.3651704788208008
Epoch 3, batch 323, loss=1.0375745296478271
Epoch 3, batch 324, loss=1.360029935836792
Epoch 3, batch 325, loss=1.1827435493469238
Epoch 3, batch 326, loss=1.3276506662368774
Epoch 3, batch 327, loss=1.1643537282943726
Epoch 3, batch 328, loss=1.0574111938476562
Epoch 3, batch 329, loss=1.2220772504806519
Epoch 3, batch 330, loss=1.357810378074646
Epoch 3, batch 331, loss=1.619424819946289
Epoch 3, batch 332, loss=1.7482185363769531
Epoch 3, batch 333, loss=1.0803885459899902
Epoch 3, batch 334, loss=1.3665189743041992
Epoch 3, batch 335, loss=1.4186315536499023
Epoch 3, batch 336, loss=1.1939811706542969
Epoch 3, batch 337, loss=1.2269012928009033
Epoch 3, batch 338, loss=1.1426126956939697
Epoch 3, batch 339, loss=1.3151285648345947
Epoch 3, batch 340, loss=1.265218734741211
Epoch 3, batch 341, loss=1.4654706716537476
Epoch 3, batch 342, loss=1.3700673580169678
Epoch 3, batch 343, loss=1.5256023406982422
Epoch 3, batch 344, loss=1.4163684844970703
Epoch 3, batch 345, loss=1.2624280452728271
Epoch 3, batch 346, loss=1.2514601945877075
Epoch 3, batch 347, loss=1.0926082134246826
Epoch 3, batch 348, loss=1.3150595426559448
Epoch 3, batch 349, loss=1.6489369869232178
Epoch 3, batch 350, loss=1.3008990287780762
Epoch 3, batch 351, loss=1.4928687810897827
Epoch 3, batch 352, loss=1.3592443466186523
Epoch 3, batch 353, loss=1.0926477909088135
Epoch 3, batch 354, loss=1.421276330947876
Epoch 3, batch 355, loss=1.3894376754760742
Epoch 3, batch 356, loss=1.367802619934082
Epoch 3, batch 357, loss=1.3110822439193726
Epoch 3, batch 358, loss=1.3302615880966187
Epoch 3, batch 359, loss=1.1636295318603516
Epoch 3, batch 360, loss=1.5979093313217163
Epoch 3, batch 361, loss=1.3719557523727417
Epoch 3, batch 362, loss=1.3731791973114014
Epoch 3, batch 363, loss=1.2154806852340698
Epoch 3, batch 364, loss=1.0532307624816895
Epoch 3, batch 365, loss=1.2841529846191406
Epoch 3, batch 366, loss=1.0509111881256104
Epoch 3, batch 367, loss=1.4126884937286377
Epoch 3, batch 368, loss=1.0942769050598145
Epoch 3, batch 369, loss=1.2081513404846191
Epoch 3, batch 370, loss=1.2813948392868042
Epoch 3, batch 371, loss=1.590670108795166
Epoch 3, batch 372, loss=1.1526482105255127
Epoch 3, batch 373, loss=1.3974698781967163
Epoch 3, batch 374, loss=1.2473585605621338
Epoch 3, batch 375, loss=0.9997193217277527
Epoch 3, batch 376, loss=1.4766137599945068
Epoch 3, batch 377, loss=1.3709440231323242
Epoch 3, batch 378, loss=1.1092712879180908
Epoch 3, batch 379, loss=1.3150328397750854
Epoch 3, batch 380, loss=1.4359569549560547
Epoch 3, batch 381, loss=1.3730114698410034
Epoch 3, batch 382, loss=1.3382470607757568
Epoch 3, batch 383, loss=1.245919942855835
Epoch 3, batch 384, loss=1.3535264730453491
Epoch 3, batch 385, loss=1.1193512678146362
Epoch 3, batch 386, loss=1.5045838356018066
Epoch 3, batch 387, loss=1.2142869234085083
Epoch 3, batch 388, loss=1.566014051437378
Epoch 3, batch 389, loss=1.3742235898971558
Epoch 3, batch 390, loss=1.3975452184677124
Epoch 3, batch 391, loss=1.4839129447937012
Epoch 3, batch 392, loss=1.131891131401062
Epoch 3, batch 393, loss=1.057316541671753
Epoch 3, batch 394, loss=1.1070539951324463
Epoch 3, batch 395, loss=1.2133839130401611
Epoch 3, batch 396, loss=1.3758209943771362
Epoch 3, batch 397, loss=1.099029779434204
Epoch 3, batch 398, loss=1.5073506832122803
Epoch 3, batch 399, loss=1.0720880031585693
Epoch 3, batch 400, loss=1.4355372190475464
Epoch 3, batch 401, loss=1.3534657955169678
Epoch 3, batch 402, loss=1.2601802349090576
Epoch 3, batch 403, loss=1.2815619707107544
Epoch 3, batch 404, loss=1.170721411705017
Epoch 3, batch 405, loss=1.0604784488677979
Epoch 3, batch 406, loss=1.2449545860290527
Epoch 3, batch 407, loss=1.367061972618103
Epoch 3, batch 408, loss=1.4320659637451172
Epoch 3, batch 409, loss=1.2161469459533691
Epoch 3, batch 410, loss=1.1571189165115356
Epoch 3, batch 411, loss=1.4204213619232178
Epoch 3, batch 412, loss=1.2224092483520508
Epoch 3, batch 413, loss=1.2242424488067627
Epoch 3, batch 414, loss=1.0981146097183228
Epoch 3, batch 415, loss=1.1751794815063477
Epoch 3, batch 416, loss=1.2288459539413452
Epoch 3, batch 417, loss=1.2990431785583496
Epoch 3, batch 418, loss=1.0800912380218506
Epoch 3, batch 419, loss=0.912092387676239
Epoch 3, batch 420, loss=1.2540338039398193
Epoch 3, batch 421, loss=1.3123798370361328
Epoch 3, batch 422, loss=1.1133596897125244
Epoch 3, batch 423, loss=1.3760907649993896
Epoch 3, batch 424, loss=1.6813926696777344
Epoch 3, batch 425, loss=1.4721368551254272
Epoch 3, batch 426, loss=1.4679306745529175
Epoch 3, batch 427, loss=1.2816909551620483
Epoch 3, batch 428, loss=1.2466206550598145
Epoch 3, batch 429, loss=0.9601410627365112
Epoch 3, batch 430, loss=1.0674996376037598
Epoch 3, batch 431, loss=1.3659251928329468
Epoch 3, batch 432, loss=1.341166377067566
Epoch 3, batch 433, loss=1.208411693572998
Epoch 3, batch 434, loss=1.3999379873275757
Epoch 3, batch 435, loss=1.2180933952331543
Epoch 3, batch 436, loss=1.2597179412841797
Epoch 3, batch 437, loss=1.048003911972046
Epoch 3, batch 438, loss=1.3910263776779175
Epoch 3, batch 439, loss=1.301718831062317
Epoch 3, batch 440, loss=1.0348060131072998
Epoch 3, batch 441, loss=1.2818635702133179
Epoch 3, batch 442, loss=1.0700429677963257
Epoch 3, batch 443, loss=1.0463340282440186
Epoch 3, batch 444, loss=1.1224180459976196
Epoch 3, batch 445, loss=0.9521428346633911
Epoch 3, batch 446, loss=0.9194003939628601
Epoch 3, batch 447, loss=1.2643134593963623
Epoch 3, batch 448, loss=0.9948737025260925
Epoch 3, batch 449, loss=1.2470612525939941
Epoch 3, batch 450, loss=1.3305079936981201
Epoch 3, batch 451, loss=1.4456846714019775
Epoch 3, batch 452, loss=1.5201051235198975
Epoch 3, batch 453, loss=1.0542625188827515
Epoch 3, batch 454, loss=1.2517987489700317
Epoch 3, batch 455, loss=1.3011815547943115
Epoch 3, batch 456, loss=1.3538053035736084
Epoch 3, batch 457, loss=1.112145185470581
Epoch 3, batch 458, loss=1.0126088857650757
Epoch 3, batch 459, loss=1.33665931224823
Epoch 3, batch 460, loss=1.2506327629089355
Epoch 3, batch 461, loss=1.2525434494018555
Epoch 3, batch 462, loss=1.39512038230896
Epoch 3, batch 463, loss=1.4107393026351929
Epoch 3, batch 464, loss=1.159361481666565
Epoch 3, batch 465, loss=1.549904704093933
Epoch 3, batch 466, loss=1.1153903007507324
Epoch 3, batch 467, loss=1.2914738655090332
Epoch 3, batch 468, loss=1.1036880016326904
Epoch 3, batch 469, loss=1.4184584617614746
Epoch 3, batch 470, loss=1.2808747291564941
Epoch 3, batch 471, loss=1.0578646659851074
Epoch 3, batch 472, loss=1.361559271812439
Epoch 3, batch 473, loss=1.230863332748413
Epoch 3, batch 474, loss=1.3872140645980835
Epoch 3, batch 475, loss=1.348252296447754
Epoch 3, batch 476, loss=1.0671358108520508
Epoch 3, batch 477, loss=1.3686296939849854
Epoch 3, batch 478, loss=1.770731806755066
Average epoch loss=0.4291806432575694
Epoch 4, batch 0, loss=1.2567495107650757
Epoch 4, batch 1, loss=1.0533573627471924
Epoch 4, batch 2, loss=0.9797874689102173
Epoch 4, batch 3, loss=1.3626108169555664
Epoch 4, batch 4, loss=1.4893715381622314
Epoch 4, batch 5, loss=1.1885712146759033
Epoch 4, batch 6, loss=1.444902777671814
Epoch 4, batch 7, loss=1.0594217777252197
Epoch 4, batch 8, loss=1.0909123420715332
Epoch 4, batch 9, loss=1.3120677471160889
Epoch 4, batch 10, loss=1.4040721654891968
Epoch 4, batch 11, loss=1.2772107124328613
Epoch 4, batch 12, loss=1.0891355276107788
Epoch 4, batch 13, loss=1.0330135822296143
Epoch 4, batch 14, loss=1.1389836072921753
Epoch 4, batch 15, loss=1.2233753204345703
Epoch 4, batch 16, loss=1.3575046062469482
Epoch 4, batch 17, loss=1.4989738464355469
Epoch 4, batch 18, loss=1.292663335800171
Epoch 4, batch 19, loss=1.1169791221618652
Epoch 4, batch 20, loss=1.0882381200790405
Epoch 4, batch 21, loss=1.3767884969711304
Epoch 4, batch 22, loss=1.0719234943389893
Epoch 4, batch 23, loss=1.1739214658737183
Epoch 4, batch 24, loss=1.1890230178833008
Epoch 4, batch 25, loss=1.354546308517456
Epoch 4, batch 26, loss=1.212013602256775
Epoch 4, batch 27, loss=1.2101424932479858
Epoch 4, batch 28, loss=1.0194660425186157
Epoch 4, batch 29, loss=1.4793624877929688
Epoch 4, batch 30, loss=1.483940839767456
Epoch 4, batch 31, loss=1.1162538528442383
Epoch 4, batch 32, loss=1.3670825958251953
Epoch 4, batch 33, loss=1.47670316696167
Epoch 4, batch 34, loss=1.3331371545791626
Epoch 4, batch 35, loss=1.1365609169006348
Epoch 4, batch 36, loss=1.2662930488586426
Epoch 4, batch 37, loss=1.1280003786087036
Epoch 4, batch 38, loss=1.1384854316711426
Epoch 4, batch 39, loss=1.0174970626831055
Epoch 4, batch 40, loss=1.205195426940918
Epoch 4, batch 41, loss=1.4745559692382812
Epoch 4, batch 42, loss=1.0515261888504028
Epoch 4, batch 43, loss=0.9968713521957397
Epoch 4, batch 44, loss=0.9892630577087402
Epoch 4, batch 45, loss=0.8697020411491394
Epoch 4, batch 46, loss=1.4121358394622803
Epoch 4, batch 47, loss=1.3036534786224365
Epoch 4, batch 48, loss=1.3251103162765503
Epoch 4, batch 49, loss=1.3320298194885254
Epoch 4, batch 50, loss=1.0389724969863892
Epoch 4, batch 51, loss=1.39679753780365
Epoch 4, batch 52, loss=1.5901663303375244
Epoch 4, batch 53, loss=1.3459895849227905
Epoch 4, batch 54, loss=1.1026519536972046
Epoch 4, batch 55, loss=1.2957407236099243
Epoch 4, batch 56, loss=1.0867393016815186
Epoch 4, batch 57, loss=1.3700687885284424
Epoch 4, batch 58, loss=1.3143837451934814
Epoch 4, batch 59, loss=1.3306121826171875
Epoch 4, batch 60, loss=1.4244742393493652
Epoch 4, batch 61, loss=0.8274244070053101
Epoch 4, batch 62, loss=1.165449619293213
Epoch 4, batch 63, loss=1.1767704486846924
Epoch 4, batch 64, loss=1.5067260265350342
Epoch 4, batch 65, loss=1.1548521518707275
Epoch 4, batch 66, loss=1.4213327169418335
Epoch 4, batch 67, loss=1.1151436567306519
Epoch 4, batch 68, loss=1.2421867847442627
Epoch 4, batch 69, loss=1.0922664403915405
Epoch 4, batch 70, loss=1.3617932796478271
Epoch 4, batch 71, loss=1.1835451126098633
Epoch 4, batch 72, loss=1.4708131551742554
Epoch 4, batch 73, loss=1.592097282409668
Epoch 4, batch 74, loss=1.3683465719223022
Epoch 4, batch 75, loss=1.1298085451126099
Epoch 4, batch 76, loss=1.2919538021087646
Epoch 4, batch 77, loss=1.1487464904785156
Epoch 4, batch 78, loss=1.4579952955245972
Epoch 4, batch 79, loss=1.1767969131469727
Epoch 4, batch 80, loss=1.243077278137207
Epoch 4, batch 81, loss=1.43475341796875
Epoch 4, batch 82, loss=1.2699531316757202
Epoch 4, batch 83, loss=1.2888500690460205
Epoch 4, batch 84, loss=1.390025019645691
Epoch 4, batch 85, loss=1.0540060997009277
Epoch 4, batch 86, loss=1.3409709930419922
Epoch 4, batch 87, loss=1.1202094554901123
Epoch 4, batch 88, loss=1.1662890911102295
Epoch 4, batch 89, loss=1.3376646041870117
Epoch 4, batch 90, loss=1.013379454612732
Epoch 4, batch 91, loss=1.205838918685913
Epoch 4, batch 92, loss=1.3303956985473633
Epoch 4, batch 93, loss=1.2928674221038818
Epoch 4, batch 94, loss=1.5719270706176758
Epoch 4, batch 95, loss=1.03481125831604
Epoch 4, batch 96, loss=1.3244558572769165
Epoch 4, batch 97, loss=1.207369327545166
Epoch 4, batch 98, loss=1.227073073387146
Epoch 4, batch 99, loss=1.2202394008636475
Epoch 4, batch 100, loss=0.9277312159538269
Epoch 4, batch 101, loss=1.2754383087158203
Epoch 4, batch 102, loss=1.3053855895996094
Epoch 4, batch 103, loss=1.1886658668518066
Epoch 4, batch 104, loss=1.3218514919281006
Epoch 4, batch 105, loss=1.1896750926971436
Epoch 4, batch 106, loss=1.7241891622543335
Epoch 4, batch 107, loss=1.4635112285614014
Epoch 4, batch 108, loss=1.1115169525146484
Epoch 4, batch 109, loss=1.344918966293335
Epoch 4, batch 110, loss=1.0260450839996338
Epoch 4, batch 111, loss=1.3563445806503296
Epoch 4, batch 112, loss=1.3207223415374756
Epoch 4, batch 113, loss=1.175546646118164
Epoch 4, batch 114, loss=1.2813650369644165
Epoch 4, batch 115, loss=1.2398473024368286
Epoch 4, batch 116, loss=1.060539722442627
Epoch 4, batch 117, loss=1.2875924110412598
Epoch 4, batch 118, loss=1.2294089794158936
Epoch 4, batch 119, loss=0.9267252683639526
Epoch 4, batch 120, loss=1.4827966690063477
Epoch 4, batch 121, loss=1.3993138074874878
Epoch 4, batch 122, loss=1.2451906204223633
Epoch 4, batch 123, loss=1.1561472415924072
Epoch 4, batch 124, loss=1.2794524431228638
Epoch 4, batch 125, loss=1.3623055219650269
Epoch 4, batch 126, loss=1.4914817810058594
Epoch 4, batch 127, loss=1.428321361541748
Epoch 4, batch 128, loss=1.283016562461853
Epoch 4, batch 129, loss=1.2653040885925293
Epoch 4, batch 130, loss=1.237527847290039
Epoch 4, batch 131, loss=1.2969393730163574
Epoch 4, batch 132, loss=1.1572673320770264
Epoch 4, batch 133, loss=1.1134676933288574
Epoch 4, batch 134, loss=1.328248381614685
Epoch 4, batch 135, loss=1.4330657720565796
Epoch 4, batch 136, loss=1.3336858749389648
Epoch 4, batch 137, loss=1.0364478826522827
Epoch 4, batch 138, loss=1.3862695693969727
Epoch 4, batch 139, loss=1.1684205532073975
Epoch 4, batch 140, loss=1.3223828077316284
Epoch 4, batch 141, loss=1.4297959804534912
Epoch 4, batch 142, loss=1.2429089546203613
Epoch 4, batch 143, loss=1.2104862928390503
Epoch 4, batch 144, loss=1.35601806640625
Epoch 4, batch 145, loss=1.259981632232666
Epoch 4, batch 146, loss=1.221839189529419
Epoch 4, batch 147, loss=1.396885633468628
Epoch 4, batch 148, loss=1.228776216506958
Epoch 4, batch 149, loss=1.0339759588241577
Epoch 4, batch 150, loss=1.6320533752441406
Epoch 4, batch 151, loss=1.2828246355056763
Epoch 4, batch 152, loss=1.414439082145691
Epoch 4, batch 153, loss=1.121087908744812
Epoch 4, batch 154, loss=1.4373760223388672
Epoch 4, batch 155, loss=1.2044012546539307
Epoch 4, batch 156, loss=1.4541394710540771
Epoch 4, batch 157, loss=1.1155428886413574
Epoch 4, batch 158, loss=1.215566873550415
Epoch 4, batch 159, loss=1.5073792934417725
Epoch 4, batch 160, loss=1.5700721740722656
Epoch 4, batch 161, loss=1.2602081298828125
Epoch 4, batch 162, loss=1.5839303731918335
Epoch 4, batch 163, loss=1.229599952697754
Epoch 4, batch 164, loss=1.4787700176239014
Epoch 4, batch 165, loss=1.4429185390472412
Epoch 4, batch 166, loss=1.2808407545089722
Epoch 4, batch 167, loss=1.458782434463501
Epoch 4, batch 168, loss=0.9684721231460571
Epoch 4, batch 169, loss=1.3017632961273193
Epoch 4, batch 170, loss=1.1119506359100342
Epoch 4, batch 171, loss=1.1335088014602661
Epoch 4, batch 172, loss=1.1730804443359375
Epoch 4, batch 173, loss=1.4062751531600952
Epoch 4, batch 174, loss=0.9998784065246582
Epoch 4, batch 175, loss=1.2425169944763184
Epoch 4, batch 176, loss=1.3919439315795898
Epoch 4, batch 177, loss=1.3103300333023071
Epoch 4, batch 178, loss=1.310652732849121
Epoch 4, batch 179, loss=1.1653339862823486
Epoch 4, batch 180, loss=1.2070989608764648
Epoch 4, batch 181, loss=1.1149566173553467
Epoch 4, batch 182, loss=1.189723014831543
Epoch 4, batch 183, loss=1.2056101560592651
Epoch 4, batch 184, loss=1.2235606908798218
Epoch 4, batch 185, loss=1.3738629817962646
Epoch 4, batch 186, loss=1.5649328231811523
Epoch 4, batch 187, loss=1.3033392429351807
Epoch 4, batch 188, loss=1.6807215213775635
Epoch 4, batch 189, loss=1.5184175968170166
Epoch 4, batch 190, loss=1.4997406005859375
Epoch 4, batch 191, loss=1.2267985343933105
Epoch 4, batch 192, loss=1.3089793920516968
Epoch 4, batch 193, loss=1.1877057552337646
Epoch 4, batch 194, loss=0.9832743406295776
Epoch 4, batch 195, loss=1.2053710222244263
Epoch 4, batch 196, loss=1.4134225845336914
Epoch 4, batch 197, loss=1.6025574207305908
Epoch 4, batch 198, loss=1.1382324695587158
Epoch 4, batch 199, loss=1.2667300701141357
Epoch 4, batch 200, loss=0.9891826510429382
Epoch 4, batch 201, loss=1.4207963943481445
Epoch 4, batch 202, loss=1.135818600654602
Epoch 4, batch 203, loss=1.2396373748779297
Epoch 4, batch 204, loss=1.3514857292175293
Epoch 4, batch 205, loss=1.343022108078003
Epoch 4, batch 206, loss=1.535419225692749
Epoch 4, batch 207, loss=1.361523985862732
Epoch 4, batch 208, loss=1.2033960819244385
Epoch 4, batch 209, loss=1.3408424854278564
Epoch 4, batch 210, loss=1.2581127882003784
Epoch 4, batch 211, loss=1.2703371047973633
Epoch 4, batch 212, loss=1.6261718273162842
Epoch 4, batch 213, loss=1.0608129501342773
Epoch 4, batch 214, loss=1.302571415901184
Epoch 4, batch 215, loss=1.5242342948913574
Epoch 4, batch 216, loss=1.0012160539627075
Epoch 4, batch 217, loss=1.3214553594589233
Epoch 4, batch 218, loss=1.1243956089019775
Epoch 4, batch 219, loss=1.3821611404418945
Epoch 4, batch 220, loss=1.7080730199813843
Epoch 4, batch 221, loss=1.3012639284133911
Epoch 4, batch 222, loss=1.4066252708435059
Epoch 4, batch 223, loss=1.5142097473144531
Epoch 4, batch 224, loss=1.2452285289764404
Epoch 4, batch 225, loss=1.1851093769073486
Epoch 4, batch 226, loss=1.3055824041366577
Epoch 4, batch 227, loss=1.647918939590454
Epoch 4, batch 228, loss=1.287534475326538
Epoch 4, batch 229, loss=0.8487440347671509
Epoch 4, batch 230, loss=1.4306243658065796
Epoch 4, batch 231, loss=0.9816790819168091
Epoch 4, batch 232, loss=1.5344979763031006
Epoch 4, batch 233, loss=1.2880423069000244
Epoch 4, batch 234, loss=1.3814287185668945
Epoch 4, batch 235, loss=1.5569677352905273
Epoch 4, batch 236, loss=1.0449557304382324
Epoch 4, batch 237, loss=1.1882784366607666
Epoch 4, batch 238, loss=1.147814154624939
Epoch 4, batch 239, loss=1.0527385473251343
Epoch 4, batch 240, loss=1.2323853969573975
Epoch 4, batch 241, loss=1.2247804403305054
Epoch 4, batch 242, loss=1.5368460416793823
Epoch 4, batch 243, loss=1.2716412544250488
Epoch 4, batch 244, loss=1.2168775796890259
Epoch 4, batch 245, loss=1.2753159999847412
Epoch 4, batch 246, loss=1.2495911121368408
Epoch 4, batch 247, loss=1.480743408203125
Epoch 4, batch 248, loss=1.123610258102417
Epoch 4, batch 249, loss=1.3027267456054688
Epoch 4, batch 250, loss=1.5285584926605225
Epoch 4, batch 251, loss=1.4728450775146484
Epoch 4, batch 252, loss=1.4716018438339233
Epoch 4, batch 253, loss=1.4590022563934326
Epoch 4, batch 254, loss=1.452146291732788
Epoch 4, batch 255, loss=1.2337548732757568
Epoch 4, batch 256, loss=1.4261703491210938
Epoch 4, batch 257, loss=1.60955810546875
Epoch 4, batch 258, loss=1.3630590438842773
Epoch 4, batch 259, loss=1.3238621950149536
Epoch 4, batch 260, loss=1.2262825965881348
Epoch 4, batch 261, loss=1.2894240617752075
Epoch 4, batch 262, loss=1.2502645254135132
Epoch 4, batch 263, loss=1.4612430334091187
Epoch 4, batch 264, loss=1.1379351615905762
Epoch 4, batch 265, loss=1.4356578588485718
Epoch 4, batch 266, loss=1.26829993724823
Epoch 4, batch 267, loss=1.1418952941894531
Epoch 4, batch 268, loss=1.4240511655807495
Epoch 4, batch 269, loss=1.3599653244018555
Epoch 4, batch 270, loss=0.9656805396080017
Epoch 4, batch 271, loss=1.402327060699463
Epoch 4, batch 272, loss=1.3522937297821045
Epoch 4, batch 273, loss=1.4965205192565918
Epoch 4, batch 274, loss=1.702297568321228
Epoch 4, batch 275, loss=1.2530840635299683
Epoch 4, batch 276, loss=1.433129072189331
Epoch 4, batch 277, loss=1.2382228374481201
Epoch 4, batch 278, loss=1.073547601699829
Epoch 4, batch 279, loss=1.1469930410385132
Epoch 4, batch 280, loss=1.1932556629180908
Epoch 4, batch 281, loss=1.2482097148895264
Epoch 4, batch 282, loss=1.6888660192489624
Epoch 4, batch 283, loss=1.1745901107788086
Epoch 4, batch 284, loss=1.800710678100586
Epoch 4, batch 285, loss=1.5109246969223022
Epoch 4, batch 286, loss=1.3851350545883179
Epoch 4, batch 287, loss=1.2095205783843994
Epoch 4, batch 288, loss=1.4250133037567139
Epoch 4, batch 289, loss=1.090343713760376
Epoch 4, batch 290, loss=1.2964568138122559
Epoch 4, batch 291, loss=1.6693147420883179
Epoch 4, batch 292, loss=1.2742719650268555
Epoch 4, batch 293, loss=1.3522586822509766
Epoch 4, batch 294, loss=1.3082401752471924
Epoch 4, batch 295, loss=1.375654935836792
Epoch 4, batch 296, loss=1.4353421926498413
Epoch 4, batch 297, loss=1.2466042041778564
Epoch 4, batch 298, loss=1.2487857341766357
Epoch 4, batch 299, loss=1.1613085269927979
Epoch 4, batch 300, loss=1.0492377281188965
Epoch 4, batch 301, loss=1.5869176387786865
Epoch 4, batch 302, loss=1.4078075885772705
Epoch 4, batch 303, loss=1.272714614868164
Epoch 4, batch 304, loss=1.1595090627670288
Epoch 4, batch 305, loss=1.5617237091064453
Epoch 4, batch 306, loss=1.5849294662475586
Epoch 4, batch 307, loss=1.4257982969284058
Epoch 4, batch 308, loss=1.447191596031189
Epoch 4, batch 309, loss=1.0936017036437988
Epoch 4, batch 310, loss=1.2199935913085938
Epoch 4, batch 311, loss=1.317110538482666
Epoch 4, batch 312, loss=1.0723960399627686
Epoch 4, batch 313, loss=1.144252061843872
Epoch 4, batch 314, loss=1.24161696434021
Epoch 4, batch 315, loss=1.3440526723861694
Epoch 4, batch 316, loss=1.1843211650848389
Epoch 4, batch 317, loss=1.0515931844711304
Epoch 4, batch 318, loss=1.336704134941101
Epoch 4, batch 319, loss=1.4440091848373413
Epoch 4, batch 320, loss=1.526060938835144
Epoch 4, batch 321, loss=1.005218505859375
Epoch 4, batch 322, loss=1.268909215927124
Epoch 4, batch 323, loss=1.5088104009628296
Epoch 4, batch 324, loss=1.3819364309310913
Epoch 4, batch 325, loss=1.2824478149414062
Epoch 4, batch 326, loss=1.513432502746582
Epoch 4, batch 327, loss=1.4550460577011108
Epoch 4, batch 328, loss=1.223761796951294
Epoch 4, batch 329, loss=1.3022208213806152
Epoch 4, batch 330, loss=1.2824945449829102
Epoch 4, batch 331, loss=1.4559099674224854
Epoch 4, batch 332, loss=1.2924126386642456
Epoch 4, batch 333, loss=1.233400583267212
Epoch 4, batch 334, loss=1.0976901054382324
Epoch 4, batch 335, loss=1.3352234363555908
Epoch 4, batch 336, loss=1.3683313131332397
Epoch 4, batch 337, loss=1.5765818357467651
Epoch 4, batch 338, loss=1.1555655002593994
Epoch 4, batch 339, loss=1.2775028944015503
Epoch 4, batch 340, loss=1.175093173980713
Epoch 4, batch 341, loss=1.4310592412948608
Epoch 4, batch 342, loss=1.2562251091003418
Epoch 4, batch 343, loss=1.08799147605896
Epoch 4, batch 344, loss=1.301141619682312
Epoch 4, batch 345, loss=1.3549296855926514
Epoch 4, batch 346, loss=1.4044231176376343
Epoch 4, batch 347, loss=1.2813007831573486
Epoch 4, batch 348, loss=1.4423553943634033
Epoch 4, batch 349, loss=1.3749189376831055
Epoch 4, batch 350, loss=1.3756229877471924
Epoch 4, batch 351, loss=1.3095096349716187
Epoch 4, batch 352, loss=1.0760830640792847
Epoch 4, batch 353, loss=1.466713309288025
Epoch 4, batch 354, loss=1.3890283107757568
Epoch 4, batch 355, loss=1.076059341430664
Epoch 4, batch 356, loss=1.4764223098754883
Epoch 4, batch 357, loss=1.3294343948364258
Epoch 4, batch 358, loss=1.252618670463562
Epoch 4, batch 359, loss=1.5405588150024414
Epoch 4, batch 360, loss=1.5094965696334839
Epoch 4, batch 361, loss=1.1981823444366455
Epoch 4, batch 362, loss=1.2706706523895264
Epoch 4, batch 363, loss=1.308673620223999
Epoch 4, batch 364, loss=1.117387056350708
Epoch 4, batch 365, loss=1.1113603115081787
Epoch 4, batch 366, loss=1.3068541288375854
Epoch 4, batch 367, loss=1.4462192058563232
Epoch 4, batch 368, loss=1.3930929899215698
Epoch 4, batch 369, loss=1.135879397392273
Epoch 4, batch 370, loss=1.354474425315857
Epoch 4, batch 371, loss=1.2100398540496826
Epoch 4, batch 372, loss=1.3032640218734741
Epoch 4, batch 373, loss=1.3256993293762207
Epoch 4, batch 374, loss=1.1965168714523315
Epoch 4, batch 375, loss=1.1707510948181152
Epoch 4, batch 376, loss=1.2365152835845947
Epoch 4, batch 377, loss=1.16080641746521
Epoch 4, batch 378, loss=1.0986254215240479
Epoch 4, batch 379, loss=1.0683075189590454
Epoch 4, batch 380, loss=1.081624984741211
Epoch 4, batch 381, loss=1.215747356414795
Epoch 4, batch 382, loss=1.0800096988677979
Epoch 4, batch 383, loss=1.368875503540039
Epoch 4, batch 384, loss=1.356748104095459
Epoch 4, batch 385, loss=1.3244376182556152
Epoch 4, batch 386, loss=1.2154459953308105
Epoch 4, batch 387, loss=1.1934473514556885
Epoch 4, batch 388, loss=1.600548505783081
Epoch 4, batch 389, loss=1.5890597105026245
Epoch 4, batch 390, loss=1.0322409868240356
Epoch 4, batch 391, loss=1.3351768255233765
Epoch 4, batch 392, loss=1.4116523265838623
Epoch 4, batch 393, loss=1.4657115936279297
Epoch 4, batch 394, loss=1.1636021137237549
Epoch 4, batch 395, loss=1.301241159439087
Epoch 4, batch 396, loss=1.1305420398712158
Epoch 4, batch 397, loss=1.3375756740570068
Epoch 4, batch 398, loss=1.3180809020996094
Epoch 4, batch 399, loss=1.128122091293335
Epoch 4, batch 400, loss=1.1496484279632568
Epoch 4, batch 401, loss=1.516793966293335
Epoch 4, batch 402, loss=1.4662575721740723
Epoch 4, batch 403, loss=1.1581557989120483
Epoch 4, batch 404, loss=1.4412249326705933
Epoch 4, batch 405, loss=1.5383228063583374
Epoch 4, batch 406, loss=1.2427666187286377
Epoch 4, batch 407, loss=1.5958025455474854
Epoch 4, batch 408, loss=1.2506481409072876
Epoch 4, batch 409, loss=1.1785739660263062
Epoch 4, batch 410, loss=1.1892292499542236
